class,method,ATFD,ATLD,Error
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeLargeBatch,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeLargeBatch java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeLargeUpdate,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeLargeUpdate java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeLargeUpdate,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeLargeUpdate java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeLargeUpdate,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeLargeUpdate java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],executeLargeUpdate,markCommitStateDirty com.zaxxer.hikari.pool.ProxyConnection | executeLargeUpdate java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],getResultSet,getResultSet java.sql.Statement | getProxyResultSet com.zaxxer.hikari.pool.ProxyFactory | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],getGeneratedKeys,getGeneratedKeys java.sql.Statement | getProxyResultSet com.zaxxer.hikari.pool.ProxyFactory | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],isWrapperFor,isInstance java.lang.Class | isWrapperFor java.sql.Wrapper | ,,
Optional[com.zaxxer.hikari.pool.ProxyStatement],unwrap,isInstance java.lang.Class | unwrap java.sql.Wrapper | ,,
Optional[com.zaxxer.hikari.metrics.PoolStats],getTotalConnections,,shouldLoad com.zaxxer.hikari.metrics.PoolStats | update com.zaxxer.hikari.metrics.PoolStats | ,
Optional[com.zaxxer.hikari.metrics.PoolStats],getIdleConnections,,shouldLoad com.zaxxer.hikari.metrics.PoolStats | update com.zaxxer.hikari.metrics.PoolStats | ,
Optional[com.zaxxer.hikari.metrics.PoolStats],getActiveConnections,,shouldLoad com.zaxxer.hikari.metrics.PoolStats | update com.zaxxer.hikari.metrics.PoolStats | ,
Optional[com.zaxxer.hikari.metrics.PoolStats],getPendingThreads,,shouldLoad com.zaxxer.hikari.metrics.PoolStats | update com.zaxxer.hikari.metrics.PoolStats | ,
Optional[com.zaxxer.hikari.metrics.PoolStats],getMaxConnections,,shouldLoad com.zaxxer.hikari.metrics.PoolStats | update com.zaxxer.hikari.metrics.PoolStats | ,
Optional[com.zaxxer.hikari.metrics.PoolStats],getMinConnections,,shouldLoad com.zaxxer.hikari.metrics.PoolStats | update com.zaxxer.hikari.metrics.PoolStats | ,
Optional[com.zaxxer.hikari.metrics.PoolStats],update,,,
Optional[com.zaxxer.hikari.metrics.PoolStats],shouldLoad,currentTime com.zaxxer.hikari.util.ClockSource | get java.util.concurrent.atomic.AtomicLong | compareAndSet java.util.concurrent.atomic.AtomicLong | plusMillis com.zaxxer.hikari.util.ClockSource | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker],registerHistogram,create io.prometheus.client.Histogram.Builder | exponentialBuckets io.prometheus.client.Histogram.Builder | help io.prometheus.client.SimpleCollector.Builder | labelNames io.prometheus.client.SimpleCollector.Builder | name io.prometheus.client.SimpleCollector.Builder | build io.prometheus.client.Histogram | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker],registerMetrics,putIfAbsent java.util.Map | register io.prometheus.client.Collector | register io.prometheus.client.Collector | register io.prometheus.client.Collector | register io.prometheus.client.Collector | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker],recordConnectionAcquiredNanos,observe io.prometheus.client.Histogram.Child | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker],recordConnectionUsageMillis,observe io.prometheus.client.Histogram.Child | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker],recordConnectionCreatedMillis,observe io.prometheus.client.Histogram.Child | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker],recordConnectionTimeout,inc io.prometheus.client.Counter.Child | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker],close,remove com.zaxxer.hikari.metrics.prometheus.HikariCPCollector | remove io.prometheus.client.SimpleCollector | remove io.prometheus.client.SimpleCollector | remove io.prometheus.client.SimpleCollector | remove io.prometheus.client.SimpleCollector | ,,
Optional[com.zaxxer.hikari.hibernate.HikariConnectionProvider],configure,debug org.slf4j.Logger | loadConfiguration com.zaxxer.hikari.hibernate.HikariConfigurationUtil | debug org.slf4j.Logger | ,,
Optional[com.zaxxer.hikari.hibernate.HikariConnectionProvider],getConnection,getConnection com.zaxxer.hikari.HikariDataSource | ,,
Optional[com.zaxxer.hikari.hibernate.HikariConnectionProvider],closeConnection,close java.sql.Connection | ,,
Optional[com.zaxxer.hikari.hibernate.HikariConnectionProvider],supportsAggressiveRelease,,,
Optional[com.zaxxer.hikari.hibernate.HikariConnectionProvider],isUnwrappableAs,equals java.lang.Object | isAssignableFrom java.lang.Class | ,,
Optional[com.zaxxer.hikari.hibernate.HikariConnectionProvider],unwrap,equals java.lang.Object | isAssignableFrom java.lang.Class | isAssignableFrom java.lang.Class | ,,
Optional[com.zaxxer.hikari.hibernate.HikariConnectionProvider],stop,close com.zaxxer.hikari.HikariDataSource | ,,
Optional[com.zaxxer.hikari.util.JavassistProxyFactory],main,importPackage javassist.ClassPool | appendClassPath javassist.ClassPool | getClassLoader java.lang.Class | endsWith java.lang.String | println java.io.PrintStream | getName java.lang.Class | getName java.lang.Class | getName java.lang.Class | getName java.lang.Class | getName java.lang.Class | getName java.lang.Class | ,generateProxyClass com.zaxxer.hikari.util.JavassistProxyFactory | generateProxyClass com.zaxxer.hikari.util.JavassistProxyFactory | generateProxyClass com.zaxxer.hikari.util.JavassistProxyFactory | generateProxyClass com.zaxxer.hikari.util.JavassistProxyFactory | generateProxyClass com.zaxxer.hikari.util.JavassistProxyFactory | generateProxyClass com.zaxxer.hikari.util.JavassistProxyFactory | modifyProxyFactory com.zaxxer.hikari.util.JavassistProxyFactory | ,
Optional[com.zaxxer.hikari.util.JavassistProxyFactory],modifyProxyFactory,println java.io.PrintStream | getName java.lang.Package | getPackage java.lang.Class | getCtClass javassist.ClassPool | setBody javassist.CtBehavior | setBody javassist.CtBehavior | setBody javassist.CtBehavior | setBody javassist.CtBehavior | setBody javassist.CtBehavior | setBody javassist.CtBehavior | getName javassist.CtMethod | getMethods javassist.CtClass | writeFile javassist.CtClass | ,,
Optional[com.zaxxer.hikari.util.JavassistProxyFactory],generateProxyClass,replaceAll java.lang.String | getCtClass javassist.ClassPool | makeClass javassist.ClassPool | setModifiers javassist.CtClass | setPublic javassist.Modifier | println java.io.PrintStream | getModifiers javassist.CtBehavior | add java.util.HashSet | getName javassist.CtMethod | getSignature javassist.CtBehavior | getMethods javassist.CtClass | getCtClass javassist.ClassPool | getName java.lang.Class | addInterface javassist.CtClass | getName javassist.CtMethod | getSignature javassist.CtBehavior | contains java.util.HashSet | contains java.util.HashSet | add java.util.HashSet | copy javassist.CtNewMethod | getMethod javassist.CtClass | getName javassist.CtMethod | getSignature javassist.CtBehavior | getModifiers javassist.CtBehavior | replace java.lang.String | replace java.lang.String | replace java.lang.String | replace java.lang.String | getName java.lang.Class | replace java.lang.String | getName java.lang.Class | replace java.lang.String | getName javassist.CtMethod | replace java.lang.String | getName javassist.CtMethod | getReturnType javassist.CtMethod | replace java.lang.String | setBody javassist.CtBehavior | addMethod javassist.CtClass | getDeclaredMethods javassist.CtClass | setMajorVersion javassist.bytecode.ClassFile | getClassFile javassist.CtClass | writeFile javassist.CtClass | ,isDefaultMethod com.zaxxer.hikari.util.JavassistProxyFactory | isThrowsSqlException com.zaxxer.hikari.util.JavassistProxyFactory | getAllInterfaces com.zaxxer.hikari.util.JavassistProxyFactory | ,
Optional[com.zaxxer.hikari.util.JavassistProxyFactory],isThrowsSqlException,equals java.lang.String | getSimpleName javassist.CtClass | getExceptionTypes javassist.CtBehavior | ,,
Optional[com.zaxxer.hikari.util.JavassistProxyFactory],isDefaultMethod,add java.util.ArrayList | getParameterTypes javassist.CtBehavior | contains java.lang.String | toString java.lang.reflect.Method | getDeclaredMethod java.lang.Class | getName javassist.CtMethod | toArray java.util.ArrayList | ,toJavaClass com.zaxxer.hikari.util.JavassistProxyFactory | ,
Optional[com.zaxxer.hikari.util.JavassistProxyFactory],getAllInterfaces,getInterfaces java.lang.Class | addAll java.util.AbstractCollection | add java.util.HashSet | getInterfaces java.lang.Class | getSuperclass java.lang.Class | addAll java.util.AbstractCollection | getSuperclass java.lang.Class | isInterface java.lang.Class | add java.util.HashSet | ,getAllInterfaces com.zaxxer.hikari.util.JavassistProxyFactory | getAllInterfaces com.zaxxer.hikari.util.JavassistProxyFactory | ,
Optional[com.zaxxer.hikari.util.JavassistProxyFactory],toJavaClass,endsWith java.lang.String | getName javassist.CtClass | getName javassist.CtClass | getClass java.lang.Object | newInstance java.lang.reflect.Array | replace java.lang.String | getName javassist.CtClass | ,toJavaClass com.zaxxer.hikari.util.JavassistProxyFactory | toJavaClass com.zaxxer.hikari.util.JavassistProxyFactory | ,
Optional[com.zaxxer.hikari.util.JavassistProxyFactory],toJavaClass,forName java.lang.Class | ,,
Optional[com.zaxxer.hikari.metrics.dropwizard.Dropwizard5MetricsTrackerFactory],getRegistry,,,
Optional[com.zaxxer.hikari.metrics.dropwizard.Dropwizard5MetricsTrackerFactory],create,,,
Optional[com.zaxxer.hikari.pool.PoolBase.SynchronousExecutor],execute,debug org.slf4j.Logger | getLogger org.slf4j.LoggerFactory | run java.lang.Runnable | ,,
Optional[com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTracker],recordConnectionAcquiredNanos,record io.micrometer.core.instrument.Timer | ,,
Optional[com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTracker],recordConnectionUsageMillis,record io.micrometer.core.instrument.Timer | ,,
Optional[com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTracker],recordConnectionTimeout,increment io.micrometer.core.instrument.Counter | ,,
Optional[com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTracker],recordConnectionCreatedMillis,record io.micrometer.core.instrument.Timer | ,,
Optional[com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTracker],close,remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | remove io.micrometer.core.instrument.MeterRegistry | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],toString,,,
Optional[com.zaxxer.hikari.pool.PoolBase],recycle,,,
Optional[com.zaxxer.hikari.pool.PoolBase],quietlyCloseConnection,debug org.slf4j.Logger | debug org.slf4j.Logger | isClosed java.sql.Connection | toMillis java.util.concurrent.TimeUnit | ,setNetworkTimeout com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],isConnectionDead,set java.util.concurrent.atomic.AtomicReference | warn org.slf4j.Logger | getMessage java.lang.Throwable | rollback java.sql.Connection | max java.lang.Math | isValid java.sql.Connection | createStatement java.sql.Connection | execute java.sql.Statement | getConnectionTestQuery com.zaxxer.hikari.HikariConfig | ,setNetworkTimeout com.zaxxer.hikari.pool.PoolBase | setNetworkTimeout com.zaxxer.hikari.pool.PoolBase | setQueryTimeout com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],getLastConnectionFailure,get java.util.concurrent.atomic.AtomicReference | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],getUnwrappedDataSource,,,
Optional[com.zaxxer.hikari.pool.PoolBase],newPoolEntry,,newConnection com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],resetConnectionState,getReadOnlyState com.zaxxer.hikari.pool.ProxyConnection | setReadOnly java.sql.Connection | getAutoCommitState com.zaxxer.hikari.pool.ProxyConnection | setAutoCommit java.sql.Connection | getTransactionIsolationState com.zaxxer.hikari.pool.ProxyConnection | setTransactionIsolation java.sql.Connection | equals java.lang.String | getCatalogState com.zaxxer.hikari.pool.ProxyConnection | setCatalog java.sql.Connection | getNetworkTimeoutState com.zaxxer.hikari.pool.ProxyConnection | equals java.lang.String | getSchemaState com.zaxxer.hikari.pool.ProxyConnection | setSchema java.sql.Connection | isDebugEnabled org.slf4j.Logger | debug org.slf4j.Logger | ,setNetworkTimeout com.zaxxer.hikari.pool.PoolBase | stringFromResetBits com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],shutdownNetworkTimeoutExecutor,shutdownNow java.util.concurrent.ThreadPoolExecutor | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],getLoginTimeout,toSeconds java.util.concurrent.TimeUnit | toSeconds java.util.concurrent.TimeUnit | getLoginTimeout javax.sql.DataSource | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],handleMBeans,isRegisterMbeans com.zaxxer.hikari.HikariConfig | warn org.slf4j.Logger | getPlatformMBeanServer java.lang.management.ManagementFactory | equals java.lang.String | getProperty java.lang.System | isRegistered javax.management.MBeanServer | unregisterMBean javax.management.MBeanServer | unregisterMBean javax.management.MBeanServer | isRegistered javax.management.MBeanServer | error org.slf4j.Logger | registerMBean javax.management.MBeanServer | registerMBean javax.management.MBeanServer | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],initializeDataSource,getJdbcUrl com.zaxxer.hikari.HikariConfig | getDataSourceClassName com.zaxxer.hikari.HikariConfig | getDriverClassName com.zaxxer.hikari.HikariConfig | getDataSourceJNDI com.zaxxer.hikari.HikariConfig | getDataSourceProperties com.zaxxer.hikari.HikariConfig | getDataSource com.zaxxer.hikari.HikariConfig | lookup javax.naming.InitialContext | getUsername com.zaxxer.hikari.util.Credentials | getPassword com.zaxxer.hikari.util.Credentials | createInstance com.zaxxer.hikari.util.UtilityElf | setTargetFromProperties com.zaxxer.hikari.util.PropertyElf | ,getCredentials com.zaxxer.hikari.pool.PoolBase | setLoginTimeout com.zaxxer.hikari.pool.PoolBase | createNetworkTimeoutExecutor com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],newConnection,currentTime com.zaxxer.hikari.util.ClockSource | randomUUID java.util.UUID | debug org.slf4j.Logger | getMessage java.lang.Throwable | compareAndSet java.util.concurrent.atomic.AtomicLong | elapsedMillis com.zaxxer.hikari.util.ClockSource | get java.util.concurrent.atomic.AtomicLong | toMillis java.util.concurrent.TimeUnit | warn org.slf4j.Logger | set java.util.concurrent.atomic.AtomicLong | concat java.lang.String | concat java.lang.String | toString java.util.UUID | set java.util.concurrent.atomic.AtomicReference | recordConnectionCreated com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate | elapsedMillis com.zaxxer.hikari.util.ClockSource | getUsername com.zaxxer.hikari.util.Credentials | getPassword com.zaxxer.hikari.util.Credentials | debug org.slf4j.Logger | getConnection javax.sql.DataSource | getConnection javax.sql.DataSource | set java.util.concurrent.atomic.AtomicReference | set java.util.concurrent.atomic.AtomicLong | debug org.slf4j.Logger | ,quietlyCloseConnection com.zaxxer.hikari.pool.PoolBase | getCredentials com.zaxxer.hikari.pool.PoolBase | setupConnection com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],setupConnection,isReadOnly java.sql.Connection | setReadOnly java.sql.Connection | getAutoCommit java.sql.Connection | setAutoCommit java.sql.Connection | setTransactionIsolation java.sql.Connection | setCatalog java.sql.Connection | setSchema java.sql.Connection | getConnectionInitSql com.zaxxer.hikari.HikariConfig | ,setNetworkTimeout com.zaxxer.hikari.pool.PoolBase | getAndSetNetworkTimeout com.zaxxer.hikari.pool.PoolBase | checkDriverSupport com.zaxxer.hikari.pool.PoolBase | executeSql com.zaxxer.hikari.pool.PoolBase | setNetworkTimeout com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],checkDriverSupport,,checkValidationSupport com.zaxxer.hikari.pool.PoolBase | checkDefaultIsolation com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],checkValidationSupport,error org.slf4j.Logger | getMessage java.lang.Throwable | getConnectionTestQuery com.zaxxer.hikari.HikariConfig | isValid java.sql.Connection | max java.lang.Math | toSeconds java.util.concurrent.TimeUnit | ,executeSql com.zaxxer.hikari.pool.PoolBase | ,
Optional[com.zaxxer.hikari.pool.PoolBase],checkDefaultIsolation,warn org.slf4j.Logger | getMessage java.lang.Throwable | getSQLState java.sql.SQLException | startsWith java.lang.String | getSQLState java.sql.SQLException | getTransactionIsolation java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],setQueryTimeout,info org.slf4j.Logger | getMessage java.lang.Throwable | setQueryTimeout java.sql.Statement | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],getAndSetNetworkTimeout,info org.slf4j.Logger | getMessage java.lang.Throwable | toMillis java.util.concurrent.TimeUnit | toMillis java.util.concurrent.TimeUnit | warn org.slf4j.Logger | warn org.slf4j.Logger | getNetworkTimeout java.sql.Connection | setNetworkTimeout java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],setNetworkTimeout,setNetworkTimeout java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],executeSql,createStatement java.sql.Connection | execute java.sql.Statement | rollback java.sql.Connection | commit java.sql.Connection | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],createNetworkTimeoutExecutor,contains java.lang.String | contains java.lang.String | contains java.lang.String | getName java.lang.Class | getClass java.lang.Object | getThreadFactory com.zaxxer.hikari.HikariConfig | newCachedThreadPool java.util.concurrent.Executors | setKeepAliveTime java.util.concurrent.ThreadPoolExecutor | allowCoreThreadTimeOut java.util.concurrent.ThreadPoolExecutor | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],setLoginTimeout,info org.slf4j.Logger | getMessage java.lang.Throwable | setLoginTimeout javax.sql.DataSource | max java.lang.Math | toSeconds java.util.concurrent.TimeUnit | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],stringFromResetBits,add java.util.StringJoiner | toString java.util.StringJoiner | ,,
Optional[com.zaxxer.hikari.pool.PoolBase],getCredentials,getCredentials com.zaxxer.hikari.HikariCredentialsProvider | getCredentials com.zaxxer.hikari.HikariConfig | of com.zaxxer.hikari.util.Credentials | getUsername com.zaxxer.hikari.HikariConfig | getPassword com.zaxxer.hikari.HikariConfig | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker],registerMetrics,putIfAbsent java.util.Map | register io.prometheus.client.Collector | register io.prometheus.client.Collector | register io.prometheus.client.Collector | register io.prometheus.client.Collector | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker],recordConnectionAcquiredNanos,observe io.prometheus.client.Summary.Child | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker],recordConnectionUsageMillis,observe io.prometheus.client.Summary.Child | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker],recordConnectionCreatedMillis,observe io.prometheus.client.Summary.Child | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker],recordConnectionTimeout,inc io.prometheus.client.Counter.Child | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker],createSummary,create io.prometheus.client.Summary.Builder | ageBuckets io.prometheus.client.Summary.Builder | maxAgeSeconds io.prometheus.client.Summary.Builder | toSeconds java.util.concurrent.TimeUnit | quantile io.prometheus.client.Summary.Builder | quantile io.prometheus.client.Summary.Builder | quantile io.prometheus.client.Summary.Builder | help io.prometheus.client.SimpleCollector.Builder | labelNames io.prometheus.client.SimpleCollector.Builder | name io.prometheus.client.SimpleCollector.Builder | build io.prometheus.client.Summary | ,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker],close,remove com.zaxxer.hikari.metrics.prometheus.HikariCPCollector | remove io.prometheus.client.SimpleCollector | remove io.prometheus.client.SimpleCollector | remove io.prometheus.client.SimpleCollector | remove io.prometheus.client.SimpleCollector | ,,
Optional[com.zaxxer.hikari.util.Credentials],of,,,
Optional[com.zaxxer.hikari.util.Credentials],getUsername,,,
Optional[com.zaxxer.hikari.util.Credentials],getPassword,,,
Optional[com.zaxxer.hikari.util.ClockSource.Factory],create,getProperty java.lang.System | equals java.lang.String | ,,
Optional[com.zaxxer.hikari.HikariDataSource],getConnection,getConnection com.zaxxer.hikari.pool.HikariPool | validate com.zaxxer.hikari.HikariConfig | info org.slf4j.Logger | getPoolName com.zaxxer.hikari.HikariConfig | getCause java.lang.Throwable | getCause java.lang.Throwable | seal com.zaxxer.hikari.HikariConfig | info org.slf4j.Logger | getPoolName com.zaxxer.hikari.HikariConfig | getConnection com.zaxxer.hikari.pool.HikariPool | ,isClosed com.zaxxer.hikari.HikariDataSource | ,
Optional[com.zaxxer.hikari.HikariDataSource],getConnection,,,
Optional[com.zaxxer.hikari.HikariDataSource],getLogWriter,getLogWriter javax.sql.DataSource | getUnwrappedDataSource com.zaxxer.hikari.pool.PoolBase | ,,
Optional[com.zaxxer.hikari.HikariDataSource],setLogWriter,setLogWriter javax.sql.DataSource | getUnwrappedDataSource com.zaxxer.hikari.pool.PoolBase | ,,
Optional[com.zaxxer.hikari.HikariDataSource],setLoginTimeout,setLoginTimeout javax.sql.DataSource | getUnwrappedDataSource com.zaxxer.hikari.pool.PoolBase | ,,
Optional[com.zaxxer.hikari.HikariDataSource],getLoginTimeout,getLoginTimeout javax.sql.DataSource | getUnwrappedDataSource com.zaxxer.hikari.pool.PoolBase | ,,
Optional[com.zaxxer.hikari.HikariDataSource],getParentLogger,,,
Optional[com.zaxxer.hikari.HikariDataSource],unwrap,isInstance java.lang.Class | getUnwrappedDataSource com.zaxxer.hikari.pool.PoolBase | isInstance java.lang.Class | unwrap java.sql.Wrapper | ,,
Optional[com.zaxxer.hikari.HikariDataSource],isWrapperFor,isInstance java.lang.Class | getUnwrappedDataSource com.zaxxer.hikari.pool.PoolBase | isInstance java.lang.Class | isWrapperFor java.sql.Wrapper | ,,
Optional[com.zaxxer.hikari.HikariDataSource],setMetricRegistry,getMetricRegistry com.zaxxer.hikari.HikariConfig | setMetricRegistry com.zaxxer.hikari.HikariConfig | setMetricRegistry com.zaxxer.hikari.pool.HikariPool | getMetricRegistry com.zaxxer.hikari.HikariConfig | ,,
Optional[com.zaxxer.hikari.HikariDataSource],setMetricsTrackerFactory,getMetricsTrackerFactory com.zaxxer.hikari.HikariConfig | setMetricsTrackerFactory com.zaxxer.hikari.HikariConfig | setMetricsTrackerFactory com.zaxxer.hikari.pool.HikariPool | getMetricsTrackerFactory com.zaxxer.hikari.HikariConfig | ,,
Optional[com.zaxxer.hikari.HikariDataSource],setHealthCheckRegistry,getHealthCheckRegistry com.zaxxer.hikari.HikariConfig | setHealthCheckRegistry com.zaxxer.hikari.HikariConfig | setHealthCheckRegistry com.zaxxer.hikari.pool.HikariPool | getHealthCheckRegistry com.zaxxer.hikari.HikariConfig | ,,
Optional[com.zaxxer.hikari.HikariDataSource],isRunning,,,
Optional[com.zaxxer.hikari.HikariDataSource],getHikariPoolMXBean,,,
Optional[com.zaxxer.hikari.HikariDataSource],getHikariConfigMXBean,,,
Optional[com.zaxxer.hikari.HikariDataSource],evictConnection,startsWith java.lang.String | getName java.lang.Class | getClass java.lang.Object | evictConnection com.zaxxer.hikari.pool.HikariPool | ,isClosed com.zaxxer.hikari.HikariDataSource | ,
Optional[com.zaxxer.hikari.HikariDataSource],close,getAndSet java.util.concurrent.atomic.AtomicBoolean | warn org.slf4j.Logger | getPoolName com.zaxxer.hikari.HikariConfig | interrupt java.lang.Thread | currentThread java.lang.Thread | info org.slf4j.Logger | getPoolName com.zaxxer.hikari.HikariConfig | shutdown com.zaxxer.hikari.pool.HikariPool | info org.slf4j.Logger | getPoolName com.zaxxer.hikari.HikariConfig | ,,
Optional[com.zaxxer.hikari.HikariDataSource],isClosed,get java.util.concurrent.atomic.AtomicBoolean | ,,
Optional[com.zaxxer.hikari.HikariDataSource],toString,,,
Optional[com.zaxxer.hikari.pool.PoolEntry],recycle,currentTime com.zaxxer.hikari.util.ClockSource | recycle com.zaxxer.hikari.pool.HikariPool | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],setFutureEol,,,
Optional[com.zaxxer.hikari.pool.PoolEntry],setKeepalive,,,
Optional[com.zaxxer.hikari.pool.PoolEntry],createProxyConnection,getProxyConnection com.zaxxer.hikari.pool.ProxyFactory | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],resetConnectionState,resetConnectionState com.zaxxer.hikari.pool.PoolBase | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],getPoolName,toString com.zaxxer.hikari.pool.PoolBase | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],isMarkedEvicted,,,
Optional[com.zaxxer.hikari.pool.PoolEntry],markEvicted,,,
Optional[com.zaxxer.hikari.pool.PoolEntry],evict,closeConnection com.zaxxer.hikari.pool.HikariPool | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],getMillisSinceBorrowed,elapsedMillis com.zaxxer.hikari.util.ClockSource | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],getPoolBase,,,
Optional[com.zaxxer.hikari.pool.PoolEntry],toString,currentTime com.zaxxer.hikari.util.ClockSource | elapsedDisplayString com.zaxxer.hikari.util.ClockSource | ,stateToString com.zaxxer.hikari.pool.PoolEntry | ,
Optional[com.zaxxer.hikari.pool.PoolEntry],getState,get java.util.concurrent.atomic.AtomicIntegerFieldUpdater | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],compareAndSet,compareAndSet java.util.concurrent.atomic.AtomicIntegerFieldUpdater | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],setState,set java.util.concurrent.atomic.AtomicIntegerFieldUpdater | ,,
Optional[com.zaxxer.hikari.pool.PoolEntry],close,isDone java.util.concurrent.Future | cancel java.util.concurrent.Future | warn org.slf4j.Logger | isDone java.util.concurrent.Future | cancel java.util.concurrent.Future | warn org.slf4j.Logger | ,getPoolName com.zaxxer.hikari.pool.PoolEntry | getPoolName com.zaxxer.hikari.pool.PoolEntry | ,
Optional[com.zaxxer.hikari.pool.PoolEntry],stateToString,,,
Optional[com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTrackerFactory],create,,,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerFactory],create,add com.zaxxer.hikari.metrics.prometheus.HikariCPCollector | ,registerCollector com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerFactory | ,
Optional[com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerFactory],registerCollector,putIfAbsent java.util.Map | register io.prometheus.client.Collector | ,,
Optional[com.zaxxer.hikari.util.UtilityElf.DefaultThreadFactory],newThread,setDaemon java.lang.Thread | ,,
